shop_id,customer_id,transaction_id,amount,date
SHOP_001,C0255,T00001,434.0,2025-07-07
SHOP_001,C0768,T00002,801.0,2025-07-07
SHOP_001,C0809,T00003,717.0,2025-07-07
SHOP_001,C0034,T00004,850.0,2025-07-07
SHOP_001,C0135,T00005,327.0,2025-07-07
SHOP_001,C0150,T00006,422.0,2025-07-07
SHOP_001,C0087,T00007,454.0,2025-07-07
SHOP_001,C0427,T00008,1434.0,2025-07-07
SHOP_001,C0764,T00009,433.0,2025-07-07
SHOP_001,C0236,T00010,1309.0,2025-07-07
SHOP_001,C0891,T00011,289.0,2025-07-07
SHOP_001,C0793,T00012,238.0,2025-07-07
SHOP_001,C0164,T00013,833.0,2025-07-07
SHOP_001,C0716,T00014,421.0,2025-07-07
SHOP_001,C0228,T00015,689.0,2025-07-07
SHOP_001,C0319,T00016,342.0,2025-07-07
SHOP_001,C0506,T00017,311.0,2025-07-07
SHOP_001,C0924,T00018,515.0,2025-07-07
SHOP_001,C0967,T00019,326.0,2025-07-07
SHOP_001,C0671,T00020,982.0,2025-07-07
SHOP_001,C0446,T00021,419.0,2025-07-07
SHOP_001,C0819,T00022,527.0,2025-07-07
SHOP_001,C0469,T00023,379.0,2025-07-08
SHOP_001,C0588,T00024,422.0,2025-07-08
SHOP_001,C0344,T00025,523.0,2025-07-08
SHOP_001,C0478,T00026,770.0,2025-07-08
SHOP_001,C0247,T00027,958.0,2025-07-08
SHOP_001,C0506,T00028,233.0,2025-07-08
SHOP_001,C0160,T00029,597.0,2025-07-08
SHOP_001,C0066,T00030,440.0,2025-07-08
SHOP_001,C0534,T00031,256.0,2025-07-08
SHOP_001,C0850,T00032,689.0,2025-07-08
SHOP_001,C0011,T00033,335.0,2025-07-08
SHOP_001,C0900,T00034,468.0,2025-07-08
SHOP_001,C0976,T00035,528.0,2025-07-08
SHOP_001,C0493,T00036,447.0,2025-07-08
SHOP_001,C0862,T00037,428.0,2025-07-08
SHOP_001,C0088,T00038,817.0,2025-07-08
SHOP_001,C0333,T00039,851.0,2025-07-08
SHOP_001,C0088,T00040,632.0,2025-07-08
SHOP_001,C0622,T00041,1000.0,2025-07-08
SHOP_001,C0139,T00042,408.0,2025-07-08
SHOP_001,C0448,T00043,439.0,2025-07-08
SHOP_001,C0864,T00044,378.0,2025-07-08
SHOP_001,C0346,T00045,826.0,2025-07-08
SHOP_001,C0217,T00046,620.0,2025-07-08
SHOP_001,C0372,T00047,338.0,2025-07-08
SHOP_001,C0332,T00048,200.0,2025-07-08
SHOP_001,C0908,T00049,374.0,2025-07-09
SHOP_001,C0387,T00050,1114.0,2025-07-09
SHOP_001,C0625,T00051,981.0,2025-07-09
SHOP_001,C0570,T00052,901.0,2025-07-09
SHOP_001,C0212,T00053,572.0,2025-07-09
SHOP_001,C0456,T00054,264.0,2025-07-09
SHOP_001,C0457,T00055,675.0,2025-07-09
SHOP_001,C0063,T00056,376.0,2025-07-09
SHOP_001,C0897,T00057,619.0,2025-07-09
SHOP_001,C0862,T00058,516.0,2025-07-09
SHOP_001,C0019,T00059,512.0,2025-07-09
SHOP_001,C0396,T00060,242.0,2025-07-09
SHOP_001,C0367,T00061,624.0,2025-07-09
SHOP_001,C0080,T00062,765.0,2025-07-09
SHOP_001,C0201,T00063,539.0,2025-07-09
SHOP_001,C0943,T00064,402.0,2025-07-09
SHOP_001,C0525,T00065,341.0,2025-07-09
SHOP_001,C0557,T00066,461.0,2025-07-09
SHOP_001,C0197,T00067,418.0,2025-07-09
SHOP_001,C0180,T00068,507.0,2025-07-09
SHOP_001,C0808,T00069,485.0,2025-07-09
SHOP_001,C0288,T00070,843.0,2025-07-09
SHOP_001,C0198,T00071,408.0,2025-07-09
SHOP_001,C0467,T00072,411.0,2025-07-09
SHOP_001,C0451,T00073,307.0,2025-07-09
SHOP_001,C0530,T00074,486.0,2025-07-09
SHOP_001,C0943,T00075,474.0,2025-07-10
SHOP_001,C0593,T00076,673.0,2025-07-10
SHOP_001,C0968,T00077,677.0,2025-07-10
SHOP_001,C0197,T00078,597.0,2025-07-10
SHOP_001,C0162,T00079,374.0,2025-07-10
SHOP_001,C0966,T00080,461.0,2025-07-10
SHOP_001,C0927,T00081,660.0,2025-07-10
SHOP_001,C0647,T00082,365.0,2025-07-10
SHOP_001,C0652,T00083,948.0,2025-07-10
SHOP_001,C0548,T00084,916.0,2025-07-10
SHOP_001,C0809,T00085,813.0,2025-07-10
SHOP_001,C0022,T00086,396.0,2025-07-10
SHOP_001,C0273,T00087,586.0,2025-07-10
SHOP_001,C0779,T00088,370.0,2025-07-10
SHOP_001,C0621,T00089,341.0,2025-07-10
SHOP_001,C0396,T00090,358.0,2025-07-10
SHOP_001,C0777,T00091,549.0,2025-07-11
SHOP_001,C0064,T00092,406.0,2025-07-11
SHOP_001,C0815,T00093,850.0,2025-07-11
SHOP_001,C0685,T00094,269.0,2025-07-11
SHOP_001,C0848,T00095,517.0,2025-07-11
SHOP_001,C0900,T00096,881.0,2025-07-11
SHOP_001,C0891,T00097,653.0,2025-07-11
SHOP_001,C0459,T00098,579.0,2025-07-11
SHOP_001,C0129,T00099,364.0,2025-07-11
SHOP_001,C0838,T00100,604.0,2025-07-11
SHOP_001,C0736,T00101,635.0,2025-07-11
SHOP_001,C0571,T00102,400.0,2025-07-11
SHOP_001,C0755,T00103,736.0,2025-07-11
SHOP_001,C0234,T00104,383.0,2025-07-11
SHOP_001,C0242,T00105,712.0,2025-07-11
SHOP_001,C0686,T00106,535.0,2025-07-11
SHOP_001,C0027,T00107,454.0,2025-07-11
SHOP_001,C0140,T00108,489.0,2025-07-11
SHOP_001,C0386,T00109,568.0,2025-07-11
SHOP_001,C0609,T00110,706.0,2025-07-11
SHOP_001,C0258,T00111,601.0,2025-07-11
SHOP_001,C0724,T00112,419.0,2025-07-11
SHOP_001,C0960,T00113,782.0,2025-07-11
SHOP_001,C0180,T00114,800.0,2025-07-11
SHOP_001,C0216,T00115,472.0,2025-07-11
SHOP_001,C0202,T00116,639.0,2025-07-11
SHOP_001,C0263,T00117,479.0,2025-07-12
SHOP_001,C0961,T00118,679.0,2025-07-12
SHOP_001,C0177,T00119,336.0,2025-07-12
SHOP_001,C0226,T00120,675.0,2025-07-12
SHOP_001,C0974,T00121,1302.0,2025-07-12
SHOP_001,C0490,T00122,529.0,2025-07-12
SHOP_001,C0891,T00123,491.0,2025-07-12
SHOP_001,C0352,T00124,810.0,2025-07-12
SHOP_001,C0177,T00125,485.0,2025-07-12
SHOP_001,C0152,T00126,746.0,2025-07-12
SHOP_001,C0421,T00127,453.0,2025-07-12
SHOP_001,C0625,T00128,308.0,2025-07-12
SHOP_001,C0985,T00129,479.0,2025-07-12
SHOP_001,C0208,T00130,557.0,2025-07-12
SHOP_001,C0848,T00131,473.0,2025-07-12
SHOP_001,C0805,T00132,396.0,2025-07-12
SHOP_001,C0188,T00133,876.0,2025-07-12
SHOP_001,C0781,T00134,514.0,2025-07-12
SHOP_001,C0768,T00135,1041.0,2025-07-12
SHOP_001,C0456,T00136,216.0,2025-07-12
SHOP_001,C0771,T00137,649.0,2025-07-12
SHOP_001,C0469,T00138,457.0,2025-07-12
SHOP_001,C0584,T00139,545.0,2025-07-12
SHOP_001,C0703,T00140,463.0,2025-07-12
SHOP_001,C0524,T00141,481.0,2025-07-12
SHOP_001,C0805,T00142,443.0,2025-07-12
SHOP_001,C0711,T00143,413.0,2025-07-12
SHOP_001,C0236,T00144,521.0,2025-07-12
SHOP_001,C0539,T00145,398.0,2025-07-12
SHOP_001,C0524,T00146,426.0,2025-07-12
SHOP_001,C0805,T00147,700.0,2025-07-12
SHOP_001,C0539,T00148,367.0,2025-07-12
SHOP_001,C0242,T00149,740.0,2025-07-12
SHOP_001,C0247,T00150,631.0,2025-07-12
SHOP_001,C0875,T00151,420.0,2025-07-13
